词语,拼音,频序号
半生不熟,bànshēngbùshú,39817
伴有,bànyǒu,17840
绑匪,bǎngfěi,30788
半世,bànshì,37852
伴奏,bànzòu,13195
绑缚,bǎngfù,47073
半数,bànshù,8745
拌,bàn,11778
绑架,bǎngjià,7663
半死,bànsǐ,21692
拌和,bànhuò,33043
绑票,bǎngpiào,31328
半死不活,bànsǐbùhuó,31008
拌料,bànliào,52446
绑腿,bǎngtuǐ,38389
半天,bàntiān,10744
拌种,bànzhǒng,51595
绑扎,bǎngzā,40682
半透明,bàntòumíng,28635
拌嘴,bànzuǐ,29195
榜,bǎng,11337
半途,bàntú,19534
绊,bàn,12911
榜单,bǎngdān,10144
半途而废,bàntú'érfèi,25742
绊儿,bànr,48626
榜首,bǎngshǒu,13143
半推半就,bàntuībànjiù,38768
绊倒,bàndǎo,28142
榜书,bǎngshū,51214
半脱产,bàntuōchǎn,56343
绊脚,bànjiǎo,46488
榜文,bǎngwén,51215
半文盲,bànwénmáng,33431
绊脚石,bànjiǎoshí,26222
榜眼,bǎngyǎn,20416
半新不旧,bànxīnbùjiù,44501
绊马索,bànmǎsuǒ,51596
榜样,bǎngyàng,5508
半信半疑,bànxìnbànyí,20912
绊子,bànzi,45284
膀臂,bǎngbì,47994
半休,bànxiū,54896
瓣儿,bànr,35983
膀大腰圆,bǎngdàyāoyuán,48627
半袖,bànxiù,51593
瓣膜,bànmó,36137
膀子,bǎngzi,13429
半腰,bànyāo,40907
邦交,bāngjiāo,10265
蚌,bàng,26223
半夜,bànyè,6634
邦联,bānglián,38599
蚌壳,bàngké,40042
半夜三更,bànyèsāngēng,23607
幇,bāng,889
棒,bàng,5460
半圆,bànyuán,27171
帮办,bāngbàn,29196
棒操,bàngcāo,55864
半圆形,bànyuánxíng,31009
帮补,bāngbǔ,54354
棒槌,bàngchui,23776
棒打鸳鸯,bàngdǎyuānyāng,51597
包赔,bāopéi,50090
薄饼,báobǐng,41563
棒喝,bànghè,36950
包皮,bāopí,37476
薄脆,báocuì,51599
棒球,bàngqiú,19213
包片儿,bāopiànr,34204
饱,bǎo,4445
棒糖,bàngtáng,53354
包票,bāopiào,50091
饱餐,bǎocān,29197
棒针,bàngzhēn,56344
包容,bāoróng,13876
饱尝,bǎocháng,22774
棒子,bàngzi,17819
包身工,bāoshēngōng,53873
饱嗝儿,bǎogér,40252
棒子面,bàngzimiàn,40683
包退,bāotuì,48980
饱含,bǎohán,12478
傍,bàng,12290
包围,bāowéi,5049
饱和,bǎohé,10019
傍晚,bàngwǎn,5373
包围圈,bāowéiquān,31698
饱经,bǎojīng,29198
傍午,bàngwǔ,56345
包厢,bāoxiāng,15458
饱经沧桑,bǎojīngcāngsāng,32534
傍依,bàngyī,55424
包销,bāoxiāo,26296
饱经风霜,bǎojīngfēngshuāng,33325
磅,bàng,17455
包心菜,bāoxīncài,52884
饱览,bǎolǎn,29587
磅秤,bàngchèng,41336
包修,bāoxiū,39818
饱满,bǎomǎn,9147
镑,bàng,20694
包养,bāoyǎng,46187
饱食终日，无所用心,"bǎoshízhōngrì,wúsuǒyòngxīn",53356
包,bāo,884
包圆儿,bāoyuánr,56346
包办,bāobàn,14001
包月,bāoyuè,31329
饱受,bǎoshòu,13078
包庇,bāobì,15661
包孕,bāoyùn,51598
饱学,bǎoxué,44264
包藏,bāocáng,33324
包蕴,bāoyùn,53355
饱眼福,bǎoyǎnfú,46188
包产,bāochǎn,35671
包扎,bāozā,17949
饱胀,bǎozhàng,50817
包场,bāochǎng,47364
包装,bāozhuāng,4024
宝,bǎo,3161
包抄,bāochāo,30565
包装箱,bāozhuāngxiāng,38979
宝宝,bǎobao,15211
包车,bāochē,28834
包装纸,bāozhuāngzhǐ,37477
宝贝,bǎobèi,7479
包打天下,bāodǎtiānxià,38390
包桌,bāozhuō,39450
宝贝疙瘩,bǎobèigēda,50818
包打听,bāodǎtīng,41789
包子,bāozi,13310
宝刹,bǎochà,55425
包饭,bāofàn,39397
包租,bāozū,42263
宝刀,bǎodāo,29588
包房,bāofáng,25463
苞,bāo,22856
宝岛,bǎodǎo,23310
包袱,bāofu,5625
孢子,bāozǐ,16096
宝地,bǎodì,23511
包袱皮儿,bāofupír,40043
胞弟,bāodì,36618
宝典,bǎodiǎn,37853
包干儿,bāogānr,15706
胞姐,bāojiě,54899
宝殿,bǎodiàn,48303
包工,bāogōng,29796
胞妹,bāomèi,44754
宝盖儿,bǎogàir,52885
包工头,bāogōngtóu,21368
胞兄,bāoxiōng,45886
宝贵,bǎoguì,2852
包公,bāogōng,25081
胞兄弟,bāoxiōngdì,54355
宝号,bǎohào,54356
包管,bāoguǎn,35984
胞衣,bāoyī,52447
宝剑,bǎojiàn,15154
包裹,bāoguǒ,10220
剥,bāo,6898
宝眷,bǎojuàn,52003
包含,bāohán,3831
剥皮,bāopí,29393
宝库,bǎokù,12370
包涵,bāohan,24744
龅牙,bāoyá,55866
宝蓝,bǎolán,49336
包换,bāohuàn,47681
煲,bāo,24809
宝山,bǎoshān,22329
包活儿,bāohuór,49335
褒贬,bāobiǎn,24686
宝石,bǎoshí,13495
包伙,bāohuǒ,55865
褒贬,bāobian,43277
宝书,bǎoshū,50440
包机,bāojī,9599
褒词,bāocí,56623
宝塔,bǎotǎ,18362
包间,bāojiān,34495
褒奖,bāojiǎng,20913
宝物,bǎowù,22123
包金,bāojīn,48302
褒扬,bāoyáng,25660
宝玉,bǎoyù,22598
包括,bāokuò,488
雹灾,báozāi,45586
宝藏,bǎozàng,19505
包揽,bāolǎn,11810
雹子,báozi,46489
宝珠,bǎozhū,11704
包罗,bāoluó,38600
薄,báo,1679
宝座,bǎozuò,13675
包罗万象,bāoluówànxiàng,32267
薄板,báobǎn,25955
保,bǎo,981
保安,bǎo'ān,6387
保收,bǎoshōu,30566
保重,bǎozhòng,16412
保安族,bǎo'ānzú,52886
保守,bǎoshǒu,6722
保准,bǎozhǔn,32153
保本,bǎoběn,31441
保守派,bǎoshǒupài,25956
鸨儿,bǎo'ér,54902
保镖,bǎobiāo,17736
保守主义,bǎoshǒuzhǔyì,29199
鸨母,bǎomǔ,40459
保不定,bǎobudìng,41790
保税仓库,bǎoshuìcāngkù,49337
堡,bǎo,3365
保不住,bǎobuzhù,24880
保税区,bǎoshuìqū,16015
堡垒,bǎolěi,9798
保藏,bǎocáng,32268
保送,bǎosòng,25344
报,bào,438
保持,bǎochí,589
保胎,bǎotāi,54900
报案,bào'àn,13523
保存,bǎocún,3183
保外就医,bǎowàijiùyī,31010
报表,bàobiǎo,13049
保单,bǎodān,17649
保卫,bǎowèi,3620
报偿,bàocháng,37124
保底,bǎodǐ,38027
保温,bǎowēn,15807
报呈,bàochéng,55427
保管,bǎoguǎn,8845
保温杯,bǎowēnbēi,47365
报仇,bàochóu,10966
保管员,bǎoguǎnyuán,29095
保温瓶,bǎowēnpíng,43010
报酬,bàochóu,5599
保护,bǎohù,516
保鲜,bǎoxiān,14399
报春花,bàochūnhuā,40908
保护国,bǎohùguó,44033
保鲜袋,bǎoxiāndài,56347
报答,bàodá,12049
保护价,bǎohùjià,15567
保鲜剂,bǎoxiānjì,45285
报单,bàodān,47995
保护区,bǎohùqū,3096
保险,bǎoxiǎn,1742
报到,bàodào,10312
保护人,bǎohùrén,27396
保险带,bǎoxiǎndài,48982
报道,bàodào,1001
保护伞,bǎohùsǎn,12617
保险单,bǎoxiǎndān,32922
报德,bàodé,34352
保护色,bǎohùsè,44503
保险灯,bǎoxiǎndēng,53874
报端,bàoduān,21788
保皇,bǎohuáng,34496
保险法,bǎoxiǎnfǎ,24045
报恩,bào'ēn,27966
保甲,bǎojiǎ,32152
保险柜,bǎoxiǎnguì,27025
报废,bàofèi,10510
保价,bǎojià,35672
保险期,bǎoxiǎnqī,47682
报复,bàofù,5230
保驾,bǎojià,21321
保险丝,bǎoxiǎnsī,35673
报告,bàogào,391
保驾护航,bǎojiàhùháng,28143
保险套,bǎoxiǎntào,54901
报告会,bàogàohuì,5969
保荐,bǎojiàn,25813
保险系数,bǎoxiǎnxìshù,46490
报告文学,bàogàowénxué,9959
保健,bǎojiàn,4525
保险箱,bǎoxiǎnxiāng,32658
报功,bàogōng,30675
保健操,bǎojiàncāo,42763
保修,bǎoxiū,24810
报关,bàoguān,12604
保健品,bǎojiànpǐn,13563
保养,bǎoyǎng,12441
报馆,bàoguǎn,14825
保健站,bǎojiànzhàn,44265
保有,bǎoyǒu,19181
报国,bàoguó,12654
保洁,bǎojié,16559
保有量,bǎoyǒuliàng,10627
报话机,bàohuàjī,48304
保举,bǎojǔ,37854
保佑,bǎoyòu,12247
报价,bàojià,16283
保龄球,bǎolíngqiú,16282
保育,bǎoyù,32923
报捷,bàojié,27320
保留,bǎoliú,2761
保育员,bǎoyùyuán,39194
报界,bàojiè,29797
保媒,bǎoméi,48981
保育院,bǎoyùyuàn,47683
报警,bàojǐng,8393
保密,bǎomì,7753
保障,bǎozhàng,1344
报警器,bàojǐngqì,30567
保苗,bǎomiáo,39193
保障房,bǎozhàngfáng,5956
报刊,bàokān,3479
保命,bǎomìng,41118
保真,bǎozhēn,48628
报考,bàokǎo,8928
保姆,bǎomǔ,7420
保证,bǎozhèng,768
报料,bàoliào,11453
保暖,bǎonuǎn,15684
保证金,bǎozhèngjīn,12578
报名,bàomíng,4385
保票,bǎopiào,37666
保证人,bǎozhèngrén,25013
报幕,bàomù,45005
保全,bǎoquán,8493
保证书,bǎozhèngshū,30789
报幕员,bàomùyuán,53357
保人,bǎorén,37478
保值,bǎozhí,13070
报批,bàopī,16987
保墒,bǎoshāng,33432
保质保量,bǎozhìbǎoliàng,46779
报请,bàoqǐng,18937
保湿,bǎoshī,14798
保质期,bǎozhìqī,27319
报人,bàorén,38028
保释,bǎoshì,34351
保种,bǎozhòng,55426
报丧,bàosāng,36138
报社,bàoshè,6177
抱歉,bàoqiàn,11291
暴躁,bàozào,17865
报审,bàoshěn,50092
抱屈,bàoqū,41565
暴涨,bàozhǎng,21114
报失,bàoshī,54357
抱拳,bàoquán,30235
暴政,bàozhèng,31117
报时,bàoshí,42264
抱头鼠窜,bàotóushǔcuàn,40253
暴走,bàozǒu,29696
报收,bàoshōu,5977
抱团儿,bàotuánr,50093
曝光,bàoguāng,7324
报数,bàoshù,44034
抱窝,bàowō,53358
爆,bào,7833
报送,bàosòng,11516
抱薪救火,bàoxīnjiùhuǒ,49613
爆表,bàobiǎo,37276
报摊,bàotān,33044
抱养,bàoyǎng,41119
爆炒,bàochǎo,40910
报亭,bàotíng,37125
抱怨,bàoyuàn,6382
爆肚儿,bàodǔr,47684
报童,bàotóng,41564
豹子,bàozi,14826
爆发,bàofā,3114
报头,bàotóu,37479
鲍,bào,14313
爆发力,bàofālì,32800
报务,bàowù,49338
鲍鱼,bàoyú,29200
爆冷,bàolěng,28835
报务员,bàowùyuán,44504
暴,bào,7444
爆冷门,bàolěngmén,37126
报喜,bàoxǐ,18963
暴毙,bàobì,49730
爆料,bàoliào,7565
报销,bàoxiāo,8212
暴病,bàobìng,40254
爆裂,bàoliè,23067
报晓,bàoxiǎo,33180
暴跌,bàodiē,23311
爆满,bàomǎn,16976
报效,bàoxiào,13016
暴动,bàodòng,14916
爆米花,bàomǐhuā,41792
报信,bàoxìn,26667
暴发,bàofā,12103
爆棚,bàopéng,53359
报修,bàoxiū,40684
暴发户,bàofāhù,24687
爆破,bàopò,12636
报验,bàoyàn,48629
暴风,bàofēng,33950
爆破手,bàopòshǒu,56348
报业,bàoyè,24223
暴风雪,bàofēngxuě,20332
爆破筒,bàopòtǒng,52004
报应,bàoyìng,17357
暴风雨,bàofēngyǔ,17271
爆炸,bàozhà,2552
报忧,bàoyōu,26224
暴风骤雨,bàofēngzhòuyǔ,33181
爆炸力,bàozhàlì,52887
报怨,bàoyuàn,28550
暴富,bàofù,27026
爆炸物,bàozhàwù,21250
报载,bàozǎi,18078
暴君,bàojūn,31011
爆炸性,bàozhàxìng,31572
报站,bàozhàn,54358
暴力,bàolì,3525
爆仗,bàozhang,53876
报章,bàozhāng,24881
暴利,bàolì,19417
爆竹,bàozhú,9494
报账,bàozhàng,28472
暴戾,bàolì,33689
杯,bēi,977
报纸,bàozhǐ,1254
暴戾恣睢,bàolìzìsuī,55428
杯弓蛇影,bēigōngshéyǐng,51216
刨,bào,24046
暴敛,bàoliǎn,43495
杯盘狼藉,bēipánlángjí,46780
刨冰,bàobīng,50441
暴烈,bàoliè,33553
杯赛,bēisài,8886
刨床,bàochuáng,54903
暴露,bàolù,3949
杯水车薪,bēishuǐchēxīn,30020
刨花,bàohuā,45286
暴乱,bàoluàn,25525
杯盏,bēizhǎn,47075
刨花板,bàohuābǎn,44755
暴怒,bàonù,31116
杯中物,bēizhōngwù,49339
刨子,bàozi,16182
暴虐,bàonüè,28144
杯子,bēizi,8690
抱,bào,1491
暴晒,bàoshài,35985
卑鄙,bēibǐ,13985
抱病,bàobìng,28215
暴尸,bàoshī,50094
卑躬屈膝,bēigōngqūxī,47685
抱不平,bàobùpíng,26735
暴死,bàosǐ,40909
卑贱,bēijiàn,31012
抱残守缺,bàocánshǒuquē,41791
暴殄天物,bàotiǎntiānwù,46491
卑劣,bēiliè,18754
抱粗腿,bàocūtuǐ,55661
暴跳,bàotiào,31571
卑陋,bēilòu,48481
抱佛脚,bàofójiǎo,36293
暴跳如雷,bàotiàorúléi,33690
卑怯,bēiqiè,37855
抱负,bàofù,14699
暴突,bàotū,47074
卑琐,bēisuǒ,42764
抱憾,bàohàn,39819
暴徒,bàotú,23777
卑微,bēiwēi,22955
抱恨,bàohèn,49729
暴行,bàoxíng,14894
卑污,bēiwū,40685
抱恨终天,bàohènzhōngtiān,53875
暴饮暴食,bàoyǐnbàoshí,52448
卑下,bēixià,33951
抱愧,bàokuì,44035
暴雨,bàoyǔ,6481
背,bēi,3941
背包,bēibāo,13445
悲痛欲绝,bēitòngyùjué,30446
北美洲,běiměizhōu,22331
背包袱,bēibāofu,45887
悲喜剧,bēixǐjù,33834
北面,běimiàn,16988
背带,bēidài,35674
悲咽,bēiyè,52449
北欧,běiōu,13690
背带裤,bēidàikù,55429
悲壮,bēizhuàng,10644
北齐,běiqí,30447
背带裙,bēidàiqún,56349
碑,bēi,6519
北曲,běiqǔ,49341
背篼,bēidōu,39398
碑额,bēi'é,54361
北上,běishàng,9051
背负,bēifù,18805
碑记,bēijì,42494
北宋,běisòng,14802
背黑锅,bēihēiguō,46189
碑碣,bēijié,51217
北头,běitóu,41337
背筐,bēikuāng,54359
碑刻,bēikè,34765
北纬,běiwěi,17292
背篓,bēilǒu,29702
碑林,bēilín,34928
北魏,běiwèi,20695
背囊,bēináng,43011
碑铭,bēimíng,42495
北温带,běiwēndài,56351
背头,bēitóu,41793
碑身,bēishēn,53877
北洋军阀,běiyángjūnfá,22734
背债,bēizhài,52005
碑石,bēishí,36619
北约,běiyuē,3848
悲,bēi,5887
碑拓,bēità,56350
北周,běizhōu,35675
悲哀,bēi'āi,5598
碑帖,bēitiè,39196
贝,bèi,8779
悲惨,bēicǎn,8947
碑亭,bēitíng,47076
贝雕,bèidiāo,53878
悲愁,bēichóu,39618
碑文,bēiwén,19857
贝壳,bèiké,22775
悲楚,bēichǔ,49340
碑座,bēizuò,51218
贝雷帽,bèiléimào,43013
悲怆,bēichuàng,19628
北,běi,583
贝类,bèilèi,21789
悲悼,bēidào,35074
北半球,běibànqiú,18327
贝母,bèimǔ,46492
悲愤,bēifèn,13220
北边,běibian,14851
备,bèi,3175
悲歌,bēigē,29589
北冰洋,běibīngyáng,29493
备案,bèi'àn,6217
悲观,bēiguān,9730
北部,běibù,3511
备办,bèibàn,38030
悲观主义,bēiguānzhǔyì,39195
北朝,běicháo,26463
备不住,bèibuzhù,56352
悲号,bēiháo,40911
北斗,běidǒu,24688
备查,bèichá,38031
悲欢离合,bēihuānlíhé,25464
北斗星,běidǒuxīng,36620
备饭,bèifàn,52888
悲剧,bēijù,3860
北伐,běifá,14895
备份,bèifèn,22818
悲苦,bēikǔ,23996
北方,běifāng,1876
备耕,bèigēng,17272
悲凉,bēiliáng,15626
北方话,běifānghuà,47367
备荒,bèihuāng,38392
悲悯,bēimǐn,28296
北非,běifēi,20333
备货,bèihuò,50442
悲鸣,bēimíng,33691
北风,běifēng,7698
备件,bèijiàn,36621
悲凄,bēiqī,46190
北国,běiguó,16957
备考,bèikǎo,28636
悲戚,bēiqī,29491
北汉,běihàn,32154
备课,bèikè,20729
悲泣,bēiqì,32659
北回归线,běihuíguīxiàn,33835
备料,bèiliào,43014
悲切,bēiqiè,36782
北极,běijí,12468
备马,bèimǎ,42265
悲情,bēiqíng,20273
北极光,běijíguāng,45287
备品,bèipǐn,47368
悲秋,bēiqiū,43012
北极狐,běijíhú,47996
备受,bèishòu,7922
悲伤,bēishāng,9781
北极圈,běijíquān,36951
备胎,bèitāi,43297
悲声,bēishēng,28731
北极星,běijíxīng,33836
备忘,bèiwàng,56353
悲思,bēisī,54360
北极熊,běijíxióng,37480
备忘录,bèiwànglù,8602
悲酸,bēisuān,46191
北疆,běijiāng,33692
备悉,bèixī,54362
悲叹,bēitàn,29492
北京,běijīng,141
备用,bèiyòng,16467
悲啼,bēití,47366
北京时间,běijīngshíjiān,11547
备有,bèiyǒu,21790
悲天悯人,bēitiānmǐnrén,34087
北京鸭,běijīngyā,45587
备员,bèiyuán,51600
悲恸,bēitòng,29703
北京猿人,běijīngyuánrén,36294
备战,bèizhàn,7294
悲痛,bēitòng,7913
北麓,běilù,30021
备至,bèizhì,30022
备置,bèizhì,50819
被俘,bèifú,17919
贲门,bēnmén,52006
备注,bèizhù,49731
被覆,bèifù,47997
锛,bēn,36622
背,bèi,1705
被告,bèigào,4597
锛子,bēnzi,51601
背部,bèibù,22124
被害,bèihài,16746
本,běn,115
背道而驰,bèidào'érchí,16428
被害人,bèihàirén,16429
本本主义,běnběnzhǔyì,28994
背地里,bèidìlǐ,22735
被控,bèikòng,33326
本部,běnbù,20826
背对背,bèiduìbèi,46493
被里,bèilǐ,37667
本埠,běnbù,40913
背风,bèifēng,33433
被面,bèimiàn,34088
本当,běndāng,35541
背光,bèiguāng,45288
被难,bèinàn,45589
本岛,běndǎo,52007
背后,bèihòu,2248
被迫,bèipò,5434
本地,běndì,3108
背井离乡,bèijǐnglíxiāng,28217
被褥,bèirù,13017
本分,běnfèn,18683
背景,bèijǐng,1830
被套,bèitào,40686
本该,běngāi,15337
背静,bèijing,52450
被头,bèitóu,37668
本国,běnguó,4711
背靠背,bèikàobèi,39197
被窝儿,bèiwōr,10389
本行,běnháng,24291
背离,bèilí,12077
被絮,bèixù,55868
本籍,běnjí,53879
背面,bèimiàn,14803
被罩,bèizhào,38393
本家,běnjiā,34089
背叛,bèipàn,11168
被子,bèizi,6702
本届,běnjiè,3484
背鳍,bèiqí,55867
辈,bèi,6327
本金,běnjīn,17507
背弃,bèiqì,24096
辈出,bèichū,23212
本就,běnjiù,8343
背人,bèirén,40912
辈分,bèifen,33952
本科,běnkē,7248
背时,bèishí,39399
辈数儿,bèishùr,49342
本科生,běnkēshēng,12807
背书,bèishū,29704
辈子,bèizi,9101
本来,běnlái,1238
背水一战,bèishuǐyīzhàn,29494
焙,bèi,17273
本利,běnlì,43496
背诵,bèisòng,14209
焙干,bèigān,56354
本领,běnlǐng,4318
背心,bèixīn,12432
蓓蕾,bèilěi,39619
本名,běnmíng,42266
背信弃义,bèixìnqìyì,40255
呗,bei,9348
本命年,běnmìngnián,43788
背阴,bèiyīn,43787
奔,bēn,2612
本末,běnmò,34766
背影,bèiyǐng,8193
奔波,bēnbō,9102
本末倒置,běnmòdàozhì,33953
背约,bèiyuē,45588
奔驰,bēnchí,9679
本能,běnnéng,6886
背运,bèiyùn,45888
奔窜,bēncuàn,41338
本年,běnnián,33046
倍,bèi,973
奔放,bēnfàng,15401
本票,běnpiào,45889
倍感,bèigǎn,22377
奔赴,bēnfù,8559
本钱,běnqián,12971
倍加,bèijiā,13877
奔流,bēnliú,16284
本人,běnrén,2424
倍率,bèilǜ,47686
奔忙,bēnmáng,24159
本日,běnrì,36783
倍受,bèishòu,29201
奔跑,bēnpǎo,9635
本色,běnsè,8121
倍数,bèishù,30568
奔丧,bēnsāng,30448
本色,běnshǎi,24160
倍增,bèizēng,17618
奔逃,bēntáo,26380
本身,běnshēn,1303
悖论,bèilùn,24097
奔腾,bēnténg,11800
本事,běnshì,52451
悖谬,bèimiù,48983
奔突,bēntū,37481
本事,běnshi,3674
悖逆,bèinì,39400
奔袭,bēnxí,32269
本题,běntí,36139
被,bèi,39
奔泻,bēnxiè,46781
本体,běntǐ,14700
被捕,bèibǔ,8269
奔涌,bēnyǒng,21201
本土,běntǔ,8292
被刺,bèicì,30908
奔逐,bēnzhú,55430
本位,běnwèi,24426
被单,bèidān,22284
奔走,bēnzǒu,9877
本位主义,běnwèizhǔyì,32801
被动,bèidòng,5468
奔走呼号,bēnzǒuhūháo,33045
本文,běnwén,7684
被服,bèifú,33837
奔走相告,bēnzǒuxiānggào,29798
本息,běnxī,17123
本相,běnxiàng,35233
迸,bèng,13002
鼻炎,bíyán,37482
本心,běnxīn,29799
迸发,bèngfā,13968
鼻翼,bíyì,32270
本性,běnxìng,10100
迸飞,bèngfēi,54365
鼻音,bíyīn,34498
本业,běnyè,43497
迸溅,bèngjiàn,46494
鼻子,bízi,3543
本义,běnyì,29800
迸裂,bèngliè,43789
鼻子眼儿,bíziyǎnr,37128
本意,běnyì,12248
迸流,bèngliú,53881
鼻祖,bízǔ,35833
本源,běnyuán,30349
迸射,bèngshè,40687
匕首,bǐshǒu,16468
本愿,běnyuàn,55869
蹦,bèng,6503
比,bǐ,98
本月,běnyuè,5128
蹦床,bèngchuáng,55870
比比皆是,bǐbǐjiēshì,15761
本着,běnzhe,5204
蹦高,bènggāo,50443
比不上,bǐbushàng,15645
本职,běnzhí,16039
蹦极,bèngjí,35676
比得上,bǐdeshàng,27888
本旨,běnzhǐ,44266
蹦跳,bèngtiào,28995
比方,bǐfang,12507
本质,běnzhì,1977
逼,bī,2474
比分,bǐfēn,5870
本主儿,běnzhǔr,2333
逼供,bīgòng,18105
比附,bǐfù,41340
本字,běnzì,52889
逼供信,bīgòngxìn,52890
比画,bǐhua,17537
本子,běnzi,9380
逼和,bīhé,41566
比基尼,bǐjīní,43015
本族,běnzú,31330
逼婚,bīhūn,54904
比及,bǐjí,47688
奔,bèn,2828
逼近,bījìn,10956
比价,bǐjià,15048
奔命,bènmìng,39820
逼良为娼,bīliángwéichāng,49343
比肩,bǐjiān,26381
奔头儿,bèntour,29495
逼迫,bīpò,13952
比较,bǐjiào,321
笨,bèn,8277
逼抢,bīqiǎng,44505
比例,bǐlì,1769
笨伯,bènbó,45890
逼人,bīrén,10805
比例尺,bǐlìchǐ,23403
笨蛋,bèndàn,28637
逼上梁山,bīshàngliángshān,38980
比量,biliang,41120
笨活儿,bènhuór,56355
逼使,bīshǐ,41339
比邻,bǐlín,30569
笨口拙舌,bènkǒuzhuōshé,53788
逼视,bīshì,29801
比率,bǐlǜ,14297
笨鸟先飞,bènniǎoxiānfēi,51602
逼问,bīwèn,33954
比美,bǐměi,50444
笨手笨脚,bènshǒubènjiǎo,38032
逼债,bīzhài,44267
比目鱼,bǐmùyú,43016
笨头笨脑,bèntóubènnǎo,54363
逼真,bīzhēn,13953
比拟,bǐnǐ,14586
笨重,bènzhòng,20090
荸荠,bíqi,38394
比丘,bǐqiū,42267
笨拙,bènzhuō,16097
鼻,bí,7749
比丘尼,bǐqiūní,46782
崩,bēng,8605
鼻儿,bír,53360
比如,bǐrú,1215
崩解,bēngjiě,45006
鼻翅,bíchì,48306
比赛,bǐsài,899
崩溃,bēngkuì,9232
鼻窦,bídòu,52008
比试,bǐshi,28996
崩裂,bēngliè,41794
鼻窦炎,bídòuyán,47687
比武,bǐwǔ,16285
崩落,bēngluò,53880
鼻尖,bíjiān,18964
比兴,bǐxīng,45289
崩盘,bēngpán,48305
鼻孔,bíkǒng,11217
比翼,bǐyì,32155
崩塌,bēngtā,25155
鼻梁,bíliáng,14719
比翼鸟,bǐyìniǎo,50820
崩坍,bēngtān,55431
鼻腔,bíqiāng,22432
比翼齐飞,bǐyìqífēi,39401
绷,"bēng,běng,bèng",14162
鼻青脸肿,bíqīngliǎnzhǒng,34497
比喻,bǐyù,8260
绷带,bēngdài,21202
鼻塞,bísè,46495
比照,bǐzhào,21489
绷子,bēngzi,49732
鼻涕,bítì,12134
比值,bǐzhí,23213
嘣,bēng,26464
鼻头,bítóu,31118
比重,bǐzhòng,3222
甭,béng,6433
鼻息,bíxī,29705
比作,bǐzuò,17399
绷脸,běngliǎn,54364
鼻血,bíxuè,36140
彼,bǐ,5587
泵,bèng,12176
鼻烟,bíyān,36141
彼岸,bǐ'àn,13589
泵站,bèngzhàn,26297
鼻烟壶,bíyānhú,37127
彼此,bǐcǐ,2164
秕谷,bǐgǔ,55871
笔债,bǐzhài,52009
闭合,bìhé,19752
笔,bǐ,735
笔战,bǐzhàn,52010
闭会,bìhuì,17377
笔触,bǐchù,19935
笔者,bǐzhě,3035
闭经,bìjīng,51219
笔底下,bǐdǐxia,50821
笔直,bǐzhí,12521
闭卷,bìjuàn,47078
笔调,bǐdiào,25216
笔走龙蛇,bǐzǒulóngshé,50446
闭口,bìkǒu,21563
笔端,bǐduān,30236
鄙薄,bǐbó,30790
闭路,bìlù,46783
